lot_number,product_id,produced_qty,production_date,expiry_date
H5045,PCCATR010,2707,2025-09-09,2028-09-09
H5064,PCCATR010,2059,2025-09-11,2028-09-11
H5076,PCCCC0010,1935,2025-10-23,2028-10-23
C5123,PCCCRM010,5010,2025-05-13,2028-05-13
C5187,PCCCRM010,7000,2025-08-20,2028-08-20
C5187,PCCCRM010,3200,2025-08-21,2028-08-21
C5241,PCCCRM010,9900,2025-11-14,2028-11-14
C5241,PCCCRM010,500,2025-11-17,2028-11-17
H5016,PCCHP0010,2024,2025-03-25,2028-03-25
H5041,PCCHP0010,1345,2025-06-30,2028-06-30
H5038,PCCHP0010,721,2025-06-11,2028-06-11
H5038,PCCHP0010,1249,2025-06-12,2028-06-12
H5016,PCCHPB010,1544,2025-03-21,2028-03-21
H5050,PCCHPB010,1665,2025-07-29,2028-07-29
H5056,PCCHPB010,363,2025-09-01,2028-09-01
H5057,PCCHPB010,576,2025-08-29,2028-08-29
H5057,PCCHPB010,941,2025-09-01,2028-09-01
H5073,PCCHPB010,1072,2025-10-16,2028-10-16
H5094,PCCHPB010,665,2025-11-24,2028-11-24
H5094,PCCHPB010,993,2025-11-25,2028-11-25
H5040,PCCHPM010,3160,2025-06-27,2028-06-27
H5055,PCCRS0010,1046,2025-08-20,2028-08-20
H5041,PCCSP0040,1688,2025-06-27,2028-06-27
S5041,PCCSPM040,3160,2025-06-26,2028-06-26
C5101,PCHHC0020,1046,2025-04-28,2028-04-28
C5116,PCHHC0030,1901,2025-04-28,2028-04-28
B5008,PDBC001,40,2025-05-02,2028-05-02
B5008,PDBC001,40,2025-06-02,2028-06-02
B5132,PDBC001,2335,2025-07-07,2028-07-07
B5008,PDBC001,40,2025-08-06,2028-08-06
B5132,PDBC001,820,2025-10-15,2028-10-15
B5287,PDBC001,2606,2025-11-11,2028-11-11
B5132,PDBC001,400,2025-12-11,2028-12-11
B4247,PDBC002,40,2025-05-02,2028-05-02
B4217,PDBC002,40,2025-06-02,2028-06-02
B4217,PDBC002,40,2025-08-06,2028-08-06
B4217,PDBC002,540,2025-10-16,2028-10-16
B5262,PDBC002,2218,2025-10-22,2028-10-22
B5117,PDBC004,948,2025-06-26,2028-06-26
B5117,PDBC004,60,2025-10-01,2028-10-01
B5117,PDBC004,50,2025-11-17,2028-11-17
B5294,PDBC004,999,2025-11-17,2028-11-17
C5141,PDBL001,540,2025-11-25,2028-11-25
M5142,PDBL001,482,2025-11-26,2028-11-26
S5160,PDBMT0010,3007,2025-08-27,2028-08-27
S5187,PDHM001,462,2025-09-19,2028-09-19
S5212,PDHM001,461,2025-11-18,2028-11-18
S5117,PDHM002,919,2025-07-03,2028-07-03
S5088,PDHM003,462,2025-05-27,2028-05-27
S5213,PDHM003,458,2025-11-18,2028-11-18
E5030,PDHS001,1014,2025-07-16,2028-07-16
E5019,PDHS002,992,2025-05-15,2028-05-15
E5045,PDHS002,394,2025-11-12,2028-11-12
E5034,PDHS003,313,2025-09-12,2028-09-12
E5046,PDHS003,401,2025-11-12,2028-11-12
E5035,PDHS005,305,2025-09-12,2028-09-12
E5047,PDHS005,403,2025-11-12,2028-11-12
B5040,PDIR001,1645,2025-03-25,2028-03-25
B5096,PDIR002,2063,2025-05-21,2028-05-21
B5096,PDIR002,67,2025-05-22,2028-05-22
B5155,PDIR002,2052,2025-08-05,2028-08-05
B5041,PDIR003,1645,2025-03-24,2028-03-24
B5122,PDIR003,1714,2025-06-26,2028-06-26
B5156,PDIR003,1731,2025-08-05,2028-08-05
B5313,PDIR003,1938,2025-12-11,2028-12-11
B5042,PDIR004,2037,2025-03-20,2028-03-20
B5127,PDIR004,2043,2025-06-27,2028-06-27
B5295,PDIR004,2043,2025-11-18,2028-11-18
B5054,PDIR005,1440,2025-03-28,2028-03-28
B5097,PDIR005,1692,2025-05-22,2028-05-22
B5126,PDIR005,1659,2025-06-30,2028-06-30
B5212,PDIR005,1400,2025-09-05,2028-09-05
B5261,PDIR005,2039,2025-10-17,2028-10-17
B5163,PDIR007,1360,2025-08-12,2028-08-12
B5163,PDIR007,1710,2025-08-13,2028-08-13
B5296,PDIR007,1782,2025-11-19,2028-11-19
B5312,PDIR008,2030,2025-12-10,2028-12-10
B5036,PDIR009,1631,2025-03-20,2028-03-20
B5314,PDIR009,1973,2025-12-11,2028-12-11
B5305,PDIR010,1450,2025-11-28,2028-11-28
B5133,PDIR011,953,2025-07-08,2028-07-08
B5235,PDIR011,1022,2025-09-25,2028-09-25
B5303,PDIR011,2036,2025-11-27,2028-11-27
B5134,PDIR012,721,2025-07-08,2028-07-08
B5303,PDIR012,2305,2025-11-27,2028-11-27
H5008,PDRS001,80,2025-10-22,2028-10-22
H5087,PDRS003,528,2025-11-12,2028-11-12
H5108,PDRS003,413,2025-12-12,2028-12-12
H5047,PDRS004,60,2025-10-01,2028-10-01
H5075,PDRS004,360,2025-10-22,2028-10-22
H5075,PDRS004,147,2025-10-23,2028-10-23
H4112,PDRS004,66,2025-10-31,2028-10-31
H5090,PDRS004,360,2025-11-21,2028-11-21
H5090,PDRS004,167,2025-11-24,2028-11-24
H5091,PDRS004,527,2025-11-24,2028-11-24
H5007,PDRS004,60,2025-12-16,2028-12-16
H4122,PDRS006,36,2025-10-31,2028-10-31
H4122,PDRS006,24,2025-12-16,2028-12-16
H5005,PDSP003,120,2025-10-22,2028-10-22
H5005,PDSP003,120,2025-11-06,2028-11-06
H5103,PDSP003,1052,2025-12-10,2028-12-10
H4117,PDSP005,150,2025-10-01,2028-10-01
H5072,PDSP005,494,2025-10-15,2028-10-15
H4117,PDSP005,198,2025-10-16,2028-10-16
H5101,PDSP005,564,2025-12-01,2028-12-01
H4116,PDSP006,120,2025-10-01,2028-10-01
H5083,PDSP006,163,2025-11-03,2028-11-03
H5085,PDSP006,379,2025-11-04,2028-11-04
H5085,PDSP006,60,2025-12-16,2028-12-16
H4090,PDSP009,132,2025-10-31,2028-10-31
H4050,PDSPM06,440,2025-10-22,2028-10-22
H5085,PDSPM06,511,2025-11-04,2028-11-04
E5018,PFJAP0010,1123,2025-04-28,2028-04-28
E5024,PFJAP0010,1644,2025-06-16,2028-06-16
E5031,PFJAP0010,1637,2025-08-11,2028-08-11
E5039,PFJAP0010,1077,2025-10-24,2028-10-24
E5049,PFJAP0010,1059,2025-12-11,2028-12-11
E5029,PFJAP0030,1557,2025-07-10,2028-07-10
E5021,PFJAP0040,1441,2025-05-22,2028-05-22
E5022,PFJAP0040,1753,2025-06-02,2028-06-02
E5026,PFJAP0050,865,2025-06-23,2028-06-23
E5026,PFJAP0050,730,2025-06-24,2028-06-24
C5092,PFJBB0010,4200,2025-04-15,2028-04-15
C5092,PFJBB0010,2050,2025-04-16,2028-04-16
C5131,PFJBB0010,1042,2025-05-20,2028-05-20
C5131,PFJBB0010,3762,2025-05-21,2028-05-21
C5131,PFJBB0010,2108,2025-06-25,2028-06-25
C5177,PFJBB0010,7979,2025-07-25,2028-07-25
C5180,PFJBB0010,8200,2025-08-11,2028-08-11
C5181,PFJBB0010,8200,2025-08-11,2028-08-11
C5182,PFJBB0010,3500,2025-08-11,2028-08-11
C5182,PFJBB0010,4650,2025-09-08,2028-09-08
C5183,PFJBB0010,2000,2025-09-08,2028-09-08
C5183,PFJBB0010,3532,2025-09-09,2028-09-09
C5240,PFJBB0020,1460,2025-11-17,2028-11-17
C5105,PFJBF0010,5043,2025-04-17,2028-04-17
C5172,PFJBF0010,2171,2025-07-21,2028-07-21
C5172,PFJBF0010,2677,2025-07-22,2028-07-22
C5222,PFJBF0010,911,2025-10-17,2028-10-17
C5222,PFJBF0010,1662,2025-10-20,2028-10-20
C5179,PFJCB0020,1011,2025-07-28,2028-07-28
C5179,PFJCB0020,1269,2025-07-29,2028-07-29
C5244,PFJCB0020,854,2025-11-21,2028-11-21
C5245,PFJCB0020,910,2025-11-24,2028-11-24
C5245,PFJCB0020,0,2025-11-20,2028-11-20
C5245,PFJCB0020,850,2025-11-20,2028-11-20
B5162,PFJCL0010,2621,2025-08-12,2028-08-12
B5252,PFJCL0010,4947,2025-10-10,2028-10-10
S5103,PFJCO0010,1580,2025-06-13,2028-06-13
S5127,PFJCO0010,4201,2025-07-15,2028-07-15
S5127,PFJCO0010,1239,2025-07-16,2028-07-16
S4223,PFJCO0020,141,2025-10-01,2028-10-01
C5079,PFJCR0020,5870,2025-03-20,2028-03-20
C5089,PFJCR0020,2161,2025-04-07,2028-04-07
C5096,PFJCR0020,6481,2025-04-14,2028-04-14
C5089,PFJCR0020,780,2025-04-08,2028-04-08
C5094,PFJCR0020,3521,2025-04-18,2028-04-18
C5114,PFJCR0020,7951,2025-04-25,2028-04-25
C5115,PFJCR0020,7574,2025-04-28,2028-04-28
C5125,PFJCR0020,3566,2025-05-14,2028-05-14
C5139,PFJCR0020,2581,2025-06-02,2028-06-02
C5139,PFJCR0020,5420,2025-06-04,2028-06-04
C5140,PFJCR0020,5381,2025-06-04,2028-06-04
C5140,PFJCR0020,2620,2025-06-05,2028-06-05
C5141,PFJCR0020,7945,2025-06-05,2028-06-05
C5164,PFJCR0020,6481,2025-07-08,2028-07-08
C5206,PFJCR0020,2240,2025-09-04,2028-09-04
C5164,PFJCR0020,1520,2025-07-09,2028-07-09
C5165,PFJCR0020,7544,2025-07-09,2028-07-09
C5167,PFJCR0020,2881,2025-07-16,2028-07-16
C5167,PFJCR0020,7981,2025-07-17,2028-07-17
C5168,PFJCR0020,4341,2025-07-17,2028-07-17
C5168,PFJCR0020,1500,2025-07-18,2028-07-18
C5168,PFJCR0020,5386,2025-07-21,2028-07-21
C5196,PFJCR0020,4501,2025-08-21,2028-08-21
C5206,PFJCR0020,5761,2025-09-03,2028-09-03
C5207,PFJCR0020,6141,2025-09-04,2028-09-04
C5207,PFJCR0020,2030,2025-09-05,2028-09-05
C5221,PFJCR0020,5041,2025-10-15,2028-10-15
C5221,PFJCR0020,2800,2025-10-16,2028-10-16
C5248,PFJCR0020,1915,2025-12-02,2028-12-02
C5091,PFJCR0030,3001,2025-04-10,2028-04-10
C5134,PFJCR0030,5881,2025-05-23,2028-05-23
C5134,PFJCR0030,1077,2025-05-26,2028-05-26
C5174,PFJCR0030,5166,2025-07-25,2028-07-25
C5224,PFJCR0030,1251,2025-10-21,2028-10-21
C5224,PFJCR0030,3195,2025-10-22,2028-10-22
C5224,PFJCR0030,116,2025-10-23,2028-10-23
C5151,PFJCR0040,3354,2025-06-24,2028-06-24
C5151,PFJCR0040,2426,2025-10-20,2028-10-20
C5223,PFJCR0040,4670,2025-10-21,2028-10-21
C5090,PFJCR0050,6505,2025-04-08,2028-04-08
S5195,PFJCR0050,3901,2025-08-21,2028-08-21
C5195,PFJCR0050,335,2025-09-05,2028-09-05
C5098,PFJCR0060,2436,2025-04-15,2028-04-15
C5098,PFJCR0060,1812,2025-05-20,2028-05-20
C5136,PFJCR0060,5875,2025-05-26,2028-05-26
C5173,PFJCR0060,5484,2025-08-08,2028-08-08
C5225,PFJCR0060,1437,2025-10-23,2028-10-23
C5246,PFJCR0060,6000,2025-11-25,2028-11-25
C5246,PFJCR0060,4008,2025-11-26,2028-11-26
C5113,PFJCR0070,4800,2025-05-21,2028-05-21
C5113,PFJCR0070,5317,2025-05-22,2028-05-22
C5082,PFJCR0080,3121,2025-04-03,2028-04-03
C5082,PFJCR0080,1957,2025-04-04,2028-04-04
C5169,PFJCR0080,3601,2025-07-21,2028-07-21
C5169,PFJCR0080,2598,2025-07-22,2028-07-22
C5137,PFJCR0090,1550,2025-05-27,2028-05-27
C5176,PFJCR0090,5581,2025-07-29,2028-07-29
C5089,PFJCRM020,17500,2025-04-11,2028-04-11
C5094,PFJCRM020,3000,2025-04-14,2028-04-14
C5091,PFJCRM030,11501,2025-04-14,2028-04-14
C5091,PFJCRM030,9500,2025-04-28,2028-04-28
C5224,PFJCRM030,2701,2025-10-22,2028-10-22
C5195,PFJCRM050,3862,2025-08-25,2028-08-25
C5098,PFJCRM060,23500,2025-04-25,2028-04-25
C5098,PFJCRM060,2500,2025-04-28,2028-04-28
C5122,PFJCRM080,7703,2025-05-14,2028-05-14
C5226,PFJCRM080,7724,2025-10-24,2028-10-24
C5176,PFJCRM090,8001,2025-07-28,2028-07-28
C5176,PFJCRM090,2000,2025-07-29,2028-07-29
C5230,PFJCRM090,7468,2025-10-30,2028-10-30
C5079,PFJCRT020,2000,2025-03-20,2028-03-20
C5089,PFJCRT020,4891,2025-04-10,2028-04-10
C5125,PFJCRT020,4400,2025-05-15,2028-05-15
C5196,PFJCRT020,3700,2025-08-21,2028-08-21
C5197,PFJCRT020,3900,2025-08-21,2028-08-21
C5197,PFJCRT020,4250,2025-08-22,2028-08-22
C5198,PFJCRT020,8320,2025-08-22,2028-08-22
C5248,PFJCRT020,1001,2025-11-27,2028-11-27
S5060,PFJCW0010,1760,2025-03-27,2028-03-27
S5131,PFJCW0010,3284,2025-07-24,2028-07-24
C5133,PFJEC0010,3792,2025-05-22,2028-05-22
C5208,PFJEC0010,3824,2025-09-17,2028-09-17
C5078,PFJEC0060,337,2025-04-29,2028-04-29
C5078,PFJEC0060,4200,2025-04-30,2028-04-30
C5103,PFJEC0060,9957,2025-04-30,2028-04-30
C5102,PFJEC0060,4900,2025-08-13,2028-08-13
C5188,PFJEC0060,5100,2025-08-13,2028-08-13
C5231,PFJEC0060,4757,2025-10-31,2028-10-31
E5023,PFJES0010,2976,2025-06-12,2028-06-12
E5032,PFJES0010,3345,2025-08-20,2028-08-20
E5048,PFJES0010,3400,2025-11-19,2028-11-19
C5083,PFJFC0020,5500,2025-03-24,2028-03-24
C5119,PFJFC0020,5500,2025-05-09,2028-05-09
C5099,PFJFC0020,5500,2025-04-16,2028-04-16
C5100,PFJFC0020,5530,2025-04-17,2028-04-17
C5104,PFJFC0020,5450,2025-04-18,2028-04-18
C5109,PFJFC0020,5500,2025-04-21,2028-04-21
C5103,PFJFC0020,5500,2025-04-17,2028-04-17
C5110,PFJFC0020,5764,2025-04-22,2028-04-22
C5111,PFJFC0020,5535,2025-04-22,2028-04-22
C5112,PFJFC0020,5654,2025-04-23,2028-04-23
C5142,PFJFC0020,5500,2025-06-09,2028-06-09
C5144,PFJFC0020,5500,2025-06-10,2028-06-10
C5118,PFJFC0020,5537,2025-05-08,2028-05-08
C5121,PFJFC0020,5500,2025-05-12,2028-05-12
C5120,PFJFC0020,5600,2025-05-09,2028-05-09
C5124,PFJFC0020,5750,2025-05-12,2028-05-12
C5143,PFJFC0020,5600,2025-06-09,2028-06-09
C5145,PFJFC0020,5576,2025-06-10,2028-06-10
C5162,PFJFC0020,5500,2025-07-21,2028-07-21
C5160,PFJFC0020,5500,2025-07-22,2028-07-22
C5203,PFJFC0020,5500,2025-09-01,2028-09-01
C5163,PFJFC0020,11000,2025-07-21,2028-07-21
C5161,PFJFC0020,4200,2025-07-22,2028-07-22
C5161,PFJFC0020,1600,2025-07-23,2028-07-23
C5184,PFJFC0020,5500,2025-08-12,2028-08-12
C5185,PFJFC0020,5530,2025-08-12,2028-08-12
C5204,PFJFC0020,2002,2025-09-01,2028-09-01
C5204,PFJFC0020,3710,2025-09-02,2028-09-02
C5251,PFJFC0020,5400,2025-12-16,2028-12-16
C5249,PFJFC0020,5400,2025-12-12,2028-12-12
C5250,PFJFC0020,5400,2025-12-12,2028-12-12
C5252,PFJFC0020,11220,2025-12-16,2028-12-16
C5170,PFJFC0030,3779,2025-07-17,2028-07-17
C5148,PFJFC0030,500,2025-06-17,2028-06-17
C5148,PFJFC0030,3100,2025-06-16,2028-06-16
C5201,PFJFC0030,165,2025-08-29,2028-08-29
C5201,PFJFC0030,2513,2025-09-01,2028-09-01
C5201,PFJFC0030,1015,2025-11-03,2028-11-03
C5087,PFJFC0040,3152,2025-03-31,2028-03-31
C5171,PFJFC0040,3225,2025-07-16,2028-07-16
C5149,PFJFC0040,3192,2025-06-17,2028-06-17
C5202,PFJFC0040,3196,2025-08-29,2028-08-29
C5138,PFJFC0050,3124,2025-05-30,2028-05-30
C5233,PFJFC0050,0,2025-11-26,2028-11-26
C5233,PFJFC0050,103,2025-11-27,2028-11-27
C5135,PFJGB0010,3020,2025-05-27,2028-05-27
C5232,PFJGB0010,3252,2025-12-01,2028-12-01
E5036,PFJLM0010,6748,2025-09-22,2028-09-22
E5014,PFJLM0020,4429,2025-03-27,2028-03-27
E5025,PFJLM0020,6395,2025-06-18,2028-06-18
E5037,PFJLM0020,6571,2025-09-23,2028-09-23
E5012,PFJLO0010,0,2025-04-02,2028-04-02
E5021,PFJLO0010,950,2025-08-14,2028-08-14
E5031,PFJLO0010,1054,2025-08-27,2028-08-27
E5031,PFJLO0010,1054,2025-08-28,2028-08-28
C5242,PFJMK0030,911,2025-11-20,2028-11-20
C5247,PFJMK0030,3614,2025-11-25,2028-11-25
C5152,PFJMK0040,3000,2025-06-25,2028-06-25
C5152,PFJMK0040,1612,2025-06-26,2028-06-26
C5132,PFJMK0050,2500,2025-05-26,2028-05-26
C5156,PFJMK0050,231,2025-07-17,2028-07-17
C5156,PFJMK0050,4369,2025-07-18,2028-07-18
C5220,PFJMK0050,3900,2025-10-13,2028-10-13
C5129,PFJMK0060,2614,2025-05-20,2028-05-20
C5192,PFJMK0060,5320,2025-08-25,2028-08-25
C5081,PFJMK0070,4790,2025-03-21,2028-03-21
C5146,PFJMK0070,1800,2025-06-11,2028-06-11
C5146,PFJMK0070,3040,2025-06-12,2028-06-12
C5117,PFJMK0080,5974,2025-05-02,2028-05-02
C5166,PFJMK0080,2566,2025-07-11,2028-07-11
S5076,PFJMT0010,5274,2025-04-24,2028-04-24
B5044,PFJOF0010,4359,2025-03-27,2028-03-27
B5044,PFJOF0010,212,2025-05-14,2028-05-14
B5199,PFJOF0010,481,2025-08-29,2028-08-29
B5199,PFJOF0010,1531,2025-09-03,2028-09-03
B5199,PFJOF0010,291,2025-09-30,2028-09-30
B5249,PFJOF0010,2521,2025-12-11,2028-12-11
B5249,PFJOF0010,1958,2025-12-12,2028-12-12
B5045,PFJOF0020,1374,2025-03-28,2028-03-28
B5243,PFJOF0020,4739,2025-10-10,2028-10-10
B5045,PFJOFM020,4200,2025-03-25,2028-03-25
B5045,PFJOFM020,8750,2025-03-26,2028-03-26
S5095,PFJPD0010,1428,2025-05-30,2028-05-30
S5095,PFJPD0010,434,2025-12-22,2028-12-22
S5233,PFJPD0010,750,2025-12-23,2028-12-23
S5118,PFJPDR010,466,2025-07-14,2028-07-14
S5096,PFJPDR010,229,2025-06-16,2028-06-16
S5227,PFJPDR010,1226,2025-12-18,2028-12-18
C5088,PFJPGM020,5208,2025-04-03,2028-04-03
C5147,PFJPGM020,6416,2025-06-11,2028-06-11
C5205,PFJPGM020,5300,2025-09-02,2028-09-02
C5175,PFJPGM020,6492,2025-07-24,2028-07-24
C5205,PFJPGM020,1171,2025-09-03,2028-09-03
C5097,PFJPK0010,1164,2025-04-21,2028-04-21
C5150,PFJSC0020,9840,2025-06-13,2028-06-13
S5064,PFJSL0010,1951,2025-04-02,2028-04-02
S5065,PFJSL0010,1951,2025-04-02,2028-04-02
S5066,PFJSL0010,1951,2025-04-03,2028-04-03
S5067,PFJSL0010,2020,2025-04-03,2028-04-03
S5074,PFJSL0010,1908,2025-04-18,2028-04-18
S5075,PFJSL0010,930,2025-04-21,2028-04-21
S5081,PFJSL0010,1951,2025-05-12,2028-05-12
S5083,PFJSL0010,1051,2025-05-15,2028-05-15
S5085,PFJSL0010,1951,2025-05-20,2028-05-20
S5082,PFJSL0010,1291,2025-05-12,2028-05-12
S5082,PFJSL0010,660,2025-05-13,2028-05-13
S5084,PFJSL0010,1951,2025-05-15,2028-05-15
S5083,PFJSL0010,901,2025-05-14,2028-05-14
S5086,PFJSL0010,1985,2025-05-20,2028-05-20
S5089,PFJSL0010,1951,2025-05-28,2028-05-28
S5090,PFJSL0010,1951,2025-05-28,2028-05-28
S5091,PFJSL0010,1951,2025-05-28,2028-05-28
S5092,PFJSL0010,631,2025-05-28,2028-05-28
S5093,PFJSL0010,1951,2025-05-29,2028-05-29
S5094,PFJSL0010,1994,2025-05-29,2028-05-29
S5115,PFJSL0010,1936,2025-07-02,2028-07-02
S5119,PFJSL0010,1951,2025-07-11,2028-07-11
S5125,PFJSL0010,1845,2025-07-14,2028-07-14
S5105,PFJSL0010,1951,2025-06-20,2028-06-20
S5106,PFJSL0010,1111,2025-06-20,2028-06-20
S5106,PFJSL0010,840,2025-06-23,2028-06-23
S5107,PFJSL0010,1974,2025-06-23,2028-06-23
S5116,PFJSL0010,1936,2025-07-02,2028-07-02
S5120,PFJSL0010,1951,2025-07-11,2028-07-11
S5122,PFJSL0010,1501,2025-07-11,2028-07-11
S5136,PFJSL0010,1941,2025-08-04,2028-08-04
S5145,PFJSL0010,1927,2025-08-12,2028-08-12
S5142,PFJSL0010,1941,2025-08-04,2028-08-04
S5143,PFJSL0010,1261,2025-08-08,2028-08-08
S5143,PFJSL0010,680,2025-08-11,2028-08-11
S5144,PFJSL0010,1471,2025-08-11,2028-08-11
S5156,PFJSL0010,1951,2025-08-22,2028-08-22
S5162,PFJSL0010,1951,2025-09-01,2028-09-01
S5157,PFJSL0010,1951,2025-08-22,2028-08-22
S5158,PFJSL0010,1711,2025-08-22,2028-08-22
S5163,PFJSL0010,1201,2025-09-01,2028-09-01
S5163,PFJSL0010,750,2025-09-02,2028-09-02
S5164,PFJSL0010,1951,2025-09-02,2028-09-02
S5165,PFJSL0010,1951,2025-09-02,2028-09-02
S5158,PFJSL0010,453,2025-09-02,2028-09-02
S5192,PFJSL0010,510,2025-10-17,2028-10-17
S5194,PFJSL0010,1951,2025-10-17,2028-10-17
S5193,PFJSL0010,1816,2025-10-17,2028-10-17
S5229,PFJSL0010,1951,2025-12-17,2028-12-17
S5230,PFJSL0010,1951,2025-12-17,2028-12-17
S5230,PFJSL0010,700,2025-12-18,2028-12-18
S5232,PFJSL0010,1905,2025-12-18,2028-12-18
S5056,PFJSL0020,1980,2025-03-25,2028-03-25
S5058,PFJSL0020,1995,2025-04-10,2028-04-10
S5098,PFJSL0020,1261,2025-06-12,2028-06-12
S5123,PFJSL0020,1951,2025-07-14,2028-07-14
S5098,PFJSL0020,690,2025-06-13,2028-06-13
S5099,PFJSL0020,2031,2025-06-13,2028-06-13
S5124,PFJSL0020,1651,2025-07-14,2028-07-14
S5166,PFJSL0020,1201,2025-09-02,2028-09-02
S5154,PFJSL0020,2101,2025-08-19,2028-08-19
S5173,PFJSL0020,1711,2025-09-11,2028-09-11
S5155,PFJSL0020,1081,2025-08-19,2028-08-19
S5155,PFJSL0020,1161,2025-08-20,2028-08-20
S5166,PFJSL0020,979,2025-09-03,2028-09-03
S1201,PFJSL0020,1201,2025-09-02,2028-09-02
S5173,PFJSL0020,340,2025-09-12,2028-09-12
S5174,PFJSL0020,2051,2025-09-12,2028-09-12
S5167,PFJSL0020,2061,2025-09-12,2028-09-12
S5068,PFJSL0030,1201,2025-04-03,2028-04-03
S5068,PFJSL0030,5601,2025-04-04,2028-04-04
S5069,PFJSL0030,3692,2025-04-04,2028-04-04
S5077,PFJSL0040,1951,2025-04-30,2028-04-30
S5078,PFJSL0040,1996,2025-04-30,2028-04-30
S5134,PFJSL0040,2101,2025-07-25,2028-07-25
S5135,PFJSL0040,1686,2025-07-28,2028-07-28
S5170,PFJSL0040,1984,2025-09-11,2028-09-11
S5172,PFJSL0040,1985,2025-09-11,2028-09-11
S5097,PFJSL0060,1891,2025-06-11,2028-06-11
S5098,PFJSL0060,1260,2025-06-12,2028-06-12
S5152,PFJSL0060,2051,2025-08-18,2028-08-18
S5191,PFJSL0060,1935,2025-10-02,2028-10-02
S5226,PFJSL0060,1801,2025-12-03,2028-12-03
S5226,PFJSL0060,2111,2025-12-04,2028-12-04
S5048,PFJSL0070,936,2025-05-30,2028-05-30
S5048,PFJSL0070,505,2025-06-02,2028-06-02
S5126,PFJSL0070,1001,2025-07-14,2028-07-14
S5159,PFJSL0070,3585,2025-08-25,2028-08-25
S5159,PFJSL0070,1835,2025-08-26,2028-08-26
S5087,PFJSL0080,4006,2025-05-26,2028-05-26
S5231,PFJSL0080,2051,2025-12-17,2028-12-17
C5108,PFJSM0010,1500,2025-04-24,2028-04-24
C5178,PFJSM0010,685,2025-07-28,2028-07-28
C5209,PFJSM0010,9961,2025-09-10,2028-09-10
E5028,PFJWE0010,4285,2025-07-03,2028-07-03
B5158,PHFHW0010,1621,2025-08-08,2028-08-08
B5159,PHFHW0020,1081,2025-08-08,2028-08-08
B5159,PHFHW0020,1070,2025-08-11,2028-08-11
B5161,PHFHW0030,1272,2025-08-11,2028-08-11
B5140,PILMT0010,3001,2025-07-10,2028-07-10
B5150,PILMT0020,2981,2025-07-23,2028-07-23
B5075,PILMT0050,3001,2025-04-29,2028-04-29
B5138,PILWS0010,2137,2025-07-09,2028-07-09
B5138,PILWS0010,864,2025-07-10,2028-07-10
B5151,PILWS0010,3001,2025-07-23,2028-07-23
B5113,PILWS0020,1576,2025-06-13,2028-06-13
B5113,PILWS0020,1425,2025-06-16,2028-06-16
B5269,PILWS0020,3001,2025-10-23,2028-10-23
B5121,PILWS0040,3001,2025-06-24,2028-06-24
B5167,PILWS0040,3001,2025-08-25,2028-08-25
B5231,PILWS0040,1281,2025-09-24,2028-09-24
B5231,PILWS0040,1720,2025-09-25,2028-09-25
B5166,PILWS0070,3001,2025-08-20,2028-08-20
B5232,PILWS0070,3001,2025-09-25,2028-09-25
B5139,PILWS0080,3001,2025-07-10,2028-07-10
B5272,PILWS0080,1200,2025-10-24,2028-10-24
B5168,PILWS0090,10008,2025-08-26,2028-08-26
C5155,PKBCR0010,3791,2025-07-03,2028-07-03
C5154,PKBCR0030,2900,2025-07-02,2028-07-02
C5219,PKBCR0040,1983,2025-10-02,2028-10-02
C5200,PKBCR0050,3700,2025-08-28,2028-08-28
C5153,PKBCR0060,2895,2025-07-01,2028-07-01
C5021,PKBHC0060,321,2025-10-02,2028-10-02
C5199,PKBHC0070,2558,2025-08-28,2028-08-28
C5199,PKBHC0070,910,2025-10-02,2028-10-02
C5130,PKBHC0090,4827,2025-05-15,2028-05-15
C5085,PKBHC0120,6546,2025-03-28,2028-03-28
B5157,PKBOW0010,543,2025-08-04,2028-08-04
B5204,PKBOW0020,504,2025-09-01,2028-09-01
B5052,PKBOW0030,498,2025-04-07,2028-04-07
B5267,PKBOW0030,499,2025-10-27,2028-10-27
B5072,PKBOW0040,469,2025-04-29,2028-04-29
B5271,PKBOW0040,509,2025-10-27,2028-10-27
B5254,PKBOW0050,501,2025-10-13,2028-10-13
M5118,PKSCL0000,2230,2025-10-21,2028-10-21
S5198,PKSCS0000,2161,2025-10-21,2028-10-21
S5198,PKSCS0000,640,2025-10-22,2028-10-22
M5145,PKSML0000,2081,2025-12-09,2028-12-09
S5225,PKSMS0000,2560,2025-12-08,2028-12-08
S5109,PMLDM0320,721,2025-06-24,2028-06-24
S5109,PMLDM0320,1293,2025-06-25,2028-06-25
S5196,PMLDM0320,1414,2025-10-16,2028-10-16
S5210,PMLDM0320,1009,2025-11-17,2028-11-17
S5151,PMLDM0330,1011,2025-08-13,2028-08-13
S5195,PMLDM0330,1067,2025-10-15,2028-10-15
S5150,PMLDM0340,211,2025-08-13,2028-08-13
S5150,PMLDM0340,1018,2025-08-14,2028-08-14
S5209,PMLDM0340,1005,2025-11-17,2028-11-17
S5177,PMLDM0350,509,2025-09-17,2028-09-17
S5211,PMLDM0350,1008,2025-11-17,2028-11-17
S5197,PMLDM0360,519,2025-10-20,2028-10-20
S5208,PMLDM0360,1018,2025-11-13,2028-11-13
S5197,PMLDM0360,500,2025-11-13,2028-11-13
S5080,PMLDMB010,1011,2025-05-13,2028-05-13
